state,year,date,age,ethnicity,population
Pulau Pinang,2021,2021-01-01,40-44,Other Citizen,0.8
Pulau Pinang,2021,2021-01-01,40-44,Other Non-Citizen,6.6
Pulau Pinang,2021,2021-01-01,45-49,Bumi Malay,44.6
Pulau Pinang,2021,2021-01-01,45-49,Bumi Other,0.4
Pulau Pinang,2021,2021-01-01,45-49,Chinese,53.2
Pulau Pinang,2021,2021-01-01,45-49,Indian,10.8
Pulau Pinang,2021,2021-01-01,45-49,Other Citizen,0.8
Pulau Pinang,2021,2021-01-01,45-49,Other Non-Citizen,3.3
Pulau Pinang,2021,2021-01-01,50-54,Bumi Malay,38.9
Pulau Pinang,2021,2021-01-01,50-54,Bumi Other,0.3
Pulau Pinang,2021,2021-01-01,50-54,Chinese,54
Pulau Pinang,2021,2021-01-01,50-54,Indian,10.1
Pulau Pinang,2021,2021-01-01,50-54,Other Citizen,0.7
Pulau Pinang,2021,2021-01-01,50-54,Other Non-Citizen,2.4
Pulau Pinang,2021,2021-01-01,55-59,Bumi Malay,32.2
Pulau Pinang,2021,2021-01-01,55-59,Bumi Other,0.2
Pulau Pinang,2021,2021-01-01,55-59,Chinese,48.9
Pulau Pinang,2021,2021-01-01,55-59,Indian,9.5
Pulau Pinang,2021,2021-01-01,55-59,Other Citizen,0.6
Pulau Pinang,2021,2021-01-01,55-59,Other Non-Citizen,1.7
Pulau Pinang,2021,2021-01-01,60-64,Bumi Malay,26.3
Pulau Pinang,2021,2021-01-01,60-64,Bumi Other,0.2
Pulau Pinang,2021,2021-01-01,60-64,Chinese,44.4
Pulau Pinang,2021,2021-01-01,60-64,Indian,8.2
Pulau Pinang,2021,2021-01-01,60-64,Other Citizen,0.5
Pulau Pinang,2021,2021-01-01,60-64,Other Non-Citizen,1.3
Pulau Pinang,2021,2021-01-01,65-69,Bumi Malay,17.8
Pulau Pinang,2021,2021-01-01,65-69,Bumi Other,0.1
Pulau Pinang,2021,2021-01-01,65-69,Chinese,33.5
Pulau Pinang,2021,2021-01-01,65-69,Indian,5.5
Pulau Pinang,2021,2021-01-01,65-69,Other Citizen,0.3
Pulau Pinang,2021,2021-01-01,65-69,Other Non-Citizen,0.6
Pulau Pinang,2021,2021-01-01,70-74,Bumi Malay,8.8
Pulau Pinang,2021,2021-01-01,70-74,Bumi Other,0.1
Pulau Pinang,2021,2021-01-01,70-74,Chinese,21.5
Pulau Pinang,2021,2021-01-01,70-74,Indian,2.9
Pulau Pinang,2021,2021-01-01,70-74,Other Citizen,0.2
Pulau Pinang,2021,2021-01-01,70-74,Other Non-Citizen,0.4
Pulau Pinang,2021,2021-01-01,75-79,Bumi Malay,3.9
Pulau Pinang,2021,2021-01-01,75-79,Bumi Other,0
Pulau Pinang,2021,2021-01-01,75-79,Chinese,11.5
Pulau Pinang,2021,2021-01-01,75-79,Indian,1.4
Pulau Pinang,2021,2021-01-01,75-79,Other Citizen,0.1
Pulau Pinang,2021,2021-01-01,75-79,Other Non-Citizen,0.3
Pulau Pinang,2021,2021-01-01,80-84,Bumi Malay,1.6
Pulau Pinang,2021,2021-01-01,80-84,Bumi Other,0
Pulau Pinang,2021,2021-01-01,80-84,Chinese,6.7
Pulau Pinang,2021,2021-01-01,80-84,Indian,0.6
Pulau Pinang,2021,2021-01-01,80-84,Other Citizen,0.1
Pulau Pinang,2021,2021-01-01,80-84,Other Non-Citizen,0.1
Pulau Pinang,2021,2021-01-01,85 and above,Bumi Malay,0.7
Pulau Pinang,2021,2021-01-01,85 and above,Bumi Other,0
Pulau Pinang,2021,2021-01-01,85 and above,Chinese,3.5
Pulau Pinang,2021,2021-01-01,85 and above,Indian,0.3
Pulau Pinang,2021,2021-01-01,85 and above,Other Citizen,0
Pulau Pinang,2021,2021-01-01,85 and above,Other Non-Citizen,0.1
Pulau Pinang,2022,2022-01-01,0-4,Bumi Malay,52.7
Pulau Pinang,2022,2022-01-01,0-4,Bumi Other,0.5
Pulau Pinang,2022,2022-01-01,0-4,Chinese,30.6
Pulau Pinang,2022,2022-01-01,0-4,Indian,8
Pulau Pinang,2022,2022-01-01,0-4,Other Citizen,0.6
Pulau Pinang,2022,2022-01-01,0-4,Other Non-Citizen,17.3
Pulau Pinang,2022,2022-01-01,15-19,Bumi Malay,55.8
Pulau Pinang,2022,2022-01-01,15-19,Bumi Other,0.5
Pulau Pinang,2022,2022-01-01,15-19,Chinese,48.3
Pulau Pinang,2022,2022-01-01,15-19,Indian,12.6
Pulau Pinang,2022,2022-01-01,15-19,Other Citizen,0.8
Pulau Pinang,2022,2022-01-01,15-19,Other Non-Citizen,4.5
Pulau Pinang,2022,2022-01-01,20-24,Bumi Malay,65.6
Pulau Pinang,2022,2022-01-01,20-24,Bumi Other,0.4
Pulau Pinang,2022,2022-01-01,20-24,Chinese,50
Pulau Pinang,2022,2022-01-01,20-24,Indian,13.3
Pulau Pinang,2022,2022-01-01,20-24,Other Citizen,1
Pulau Pinang,2022,2022-01-01,20-24,Other Non-Citizen,24.7
Pulau Pinang,2022,2022-01-01,25-29,Bumi Malay,72.4
Pulau Pinang,2022,2022-01-01,25-29,Bumi Other,0.7
Pulau Pinang,2022,2022-01-01,25-29,Chinese,55.3
Pulau Pinang,2022,2022-01-01,25-29,Indian,13.5
Pulau Pinang,2022,2022-01-01,25-29,Other Citizen,1.2
Pulau Pinang,2022,2022-01-01,25-29,Other Non-Citizen,29.9
Pulau Pinang,2022,2022-01-01,30-34,Bumi Malay,70.8
Pulau Pinang,2022,2022-01-01,30-34,Bumi Other,0.9
Pulau Pinang,2022,2022-01-01,30-34,Chinese,50.8
Pulau Pinang,2022,2022-01-01,30-34,Indian,12.5
Pulau Pinang,2022,2022-01-01,30-34,Other Citizen,0.8
Pulau Pinang,2022,2022-01-01,30-34,Other Non-Citizen,17.7
Pulau Pinang,2022,2022-01-01,35-39,Bumi Malay,71
Pulau Pinang,2022,2022-01-01,35-39,Bumi Other,0.8
Pulau Pinang,2022,2022-01-01,35-39,Chinese,53.1
Pulau Pinang,2022,2022-01-01,35-39,Indian,12.6
Pulau Pinang,2022,2022-01-01,35-39,Other Citizen,0.5
Pulau Pinang,2022,2022-01-01,35-39,Other Non-Citizen,10.9
Pulau Pinang,2022,2022-01-01,40-44,Bumi Malay,54.2
Pulau Pinang,2022,2022-01-01,40-44,Bumi Other,0.6
Pulau Pinang,2022,2022-01-01,40-44,Chinese,52.8
Pulau Pinang,2022,2022-01-01,40-44,Indian,11.7
Pulau Pinang,2022,2022-01-01,40-44,Other Citizen,0.7
Pulau Pinang,2022,2022-01-01,40-44,Other Non-Citizen,6.5
Pulau Pinang,2022,2022-01-01,45-49,Bumi Malay,44.7
Pulau Pinang,2022,2022-01-01,45-49,Bumi Other,0.4
Pulau Pinang,2022,2022-01-01,45-49,Chinese,52.8
Pulau Pinang,2022,2022-01-01,45-49,Indian,10.5
Pulau Pinang,2022,2022-01-01,45-49,Other Citizen,0.8
Pulau Pinang,2022,2022-01-01,45-49,Other Non-Citizen,3.3
Pulau Pinang,2022,2022-01-01,50-54,Bumi Malay,39.9
Pulau Pinang,2022,2022-01-01,50-54,Bumi Other,0.4
Pulau Pinang,2022,2022-01-01,50-54,Chinese,53.8
Pulau Pinang,2022,2022-01-01,50-54,Indian,10.2
Pulau Pinang,2022,2022-01-01,50-54,Other Citizen,0.7
Pulau Pinang,2022,2022-01-01,50-54,Other Non-Citizen,2.3
Pulau Pinang,2022,2022-01-01,55-59,Bumi Malay,33
Pulau Pinang,2022,2022-01-01,55-59,Bumi Other,0.2
Pulau Pinang,2022,2022-01-01,55-59,Chinese,49.8
Pulau Pinang,2022,2022-01-01,55-59,Indian,9.4
Pulau Pinang,2022,2022-01-01,55-59,Other Citizen,0.6
Pulau Pinang,2022,2022-01-01,55-59,Other Non-Citizen,1.7
Pulau Pinang,2022,2022-01-01,60-64,Bumi Malay,26.7
Pulau Pinang,2022,2022-01-01,60-64,Bumi Other,0.2
Pulau Pinang,2022,2022-01-01,60-64,Chinese,44.6
Pulau Pinang,2022,2022-01-01,60-64,Indian,8.3
Pulau Pinang,2022,2022-01-01,60-64,Other Citizen,0.5
Pulau Pinang,2022,2022-01-01,60-64,Other Non-Citizen,1.3
Pulau Pinang,2022,2022-01-01,65-69,Bumi Malay,19.2
Pulau Pinang,2022,2022-01-01,65-69,Bumi Other,0.2
Pulau Pinang,2022,2022-01-01,65-69,Chinese,35.5
Pulau Pinang,2022,2022-01-01,65-69,Indian,5.9
Pulau Pinang,2022,2022-01-01,65-69,Other Citizen,0.3
Pulau Pinang,2022,2022-01-01,65-69,Other Non-Citizen,0.6
Pulau Pinang,2022,2022-01-01,70-74,Bumi Malay,9.8
Pulau Pinang,2022,2022-01-01,70-74,Bumi Other,0.1
Pulau Pinang,2022,2022-01-01,70-74,Chinese,22.8
Pulau Pinang,2022,2022-01-01,70-74,Indian,3.1
Pulau Pinang,2022,2022-01-01,70-74,Other Citizen,0.2
Pulau Pinang,2022,2022-01-01,70-74,Other Non-Citizen,0.4
Pulau Pinang,2022,2022-01-01,75-79,Bumi Malay,3.8
Pulau Pinang,2022,2022-01-01,75-79,Bumi Other,0
Pulau Pinang,2022,2022-01-01,75-79,Chinese,11.9
Pulau Pinang,2022,2022-01-01,75-79,Indian,1.4
Pulau Pinang,2022,2022-01-01,75-79,Other Citizen,0.1
Pulau Pinang,2022,2022-01-01,75-79,Other Non-Citizen,0.3
Pulau Pinang,2022,2022-01-01,80-84,Bumi Malay,1.7
Pulau Pinang,2022,2022-01-01,80-84,Bumi Other,0
Pulau Pinang,2022,2022-01-01,80-84,Chinese,6.9
Pulau Pinang,2022,2022-01-01,80-84,Indian,0.6
Pulau Pinang,2022,2022-01-01,80-84,Other Citizen,0.1
Pulau Pinang,2022,2022-01-01,80-84,Other Non-Citizen,0.1
Pulau Pinang,2022,2022-01-01,85 and above,Bumi Malay,0.4
Pulau Pinang,2022,2022-01-01,85 and above,Bumi Other,0
Pulau Pinang,2022,2022-01-01,85 and above,Chinese,2.8
Pulau Pinang,2022,2022-01-01,85 and above,Indian,0.2
Pulau Pinang,2022,2022-01-01,85 and above,Other Citizen,0
Pulau Pinang,2022,2022-01-01,85 and above,Other Non-Citizen,0.1
Sabah,2017,2017-01-01,0-4,Bumi Malay,47.9
Sabah,2017,2017-01-01,0-4,Bumi Other,178.4
Sabah,2017,2017-01-01,0-4,Chinese,12.2
Sabah,2017,2017-01-01,0-4,Indian,0.6
Sabah,2017,2017-01-01,0-4,Other Citizen,15.1
Sabah,2017,2017-01-01,0-4,Other Non-Citizen,54.1
Sabah,2017,2017-01-01,15-19,Bumi Malay,27.6
Sabah,2017,2017-01-01,15-19,Bumi Other,209.1
Sabah,2017,2017-01-01,15-19,Chinese,25
Sabah,2017,2017-01-01,15-19,Indian,1.4
Sabah,2017,2017-01-01,15-19,Other Citizen,12.9
Sabah,2017,2017-01-01,15-19,Other Non-Citizen,162.1
Sabah,2017,2017-01-01,20-24,Bumi Malay,17.6
Sabah,2017,2017-01-01,20-24,Bumi Other,216.2
Sabah,2017,2017-01-01,20-24,Chinese,28.1
Sabah,2017,2017-01-01,20-24,Indian,0.9
Sabah,2017,2017-01-01,20-24,Other Citizen,12.5
Sabah,2017,2017-01-01,20-24,Other Non-Citizen,199.5
Sabah,2017,2017-01-01,25-29,Bumi Malay,23.3
Sabah,2017,2017-01-01,25-29,Bumi Other,189.8
Sabah,2017,2017-01-01,25-29,Chinese,27.9
Sabah,2017,2017-01-01,25-29,Indian,1.1
Sabah,2017,2017-01-01,25-29,Other Citizen,10.6
Sabah,2017,2017-01-01,25-29,Other Non-Citizen,226.8
Sabah,2017,2017-01-01,30-34,Bumi Malay,23.1
Sabah,2017,2017-01-01,30-34,Bumi Other,168.7
Sabah,2017,2017-01-01,30-34,Chinese,28.5
Sabah,2017,2017-01-01,30-34,Indian,1.2
Sabah,2017,2017-01-01,30-34,Other Citizen,9.5
Sabah,2017,2017-01-01,30-34,Other Non-Citizen,138.4
Sabah,2017,2017-01-01,35-39,Bumi Malay,17
Sabah,2017,2017-01-01,35-39,Bumi Other,134.8
Sabah,2017,2017-01-01,35-39,Chinese,25.2
Sabah,2017,2017-01-01,35-39,Indian,0.8
Sabah,2017,2017-01-01,35-39,Other Citizen,8.1
Sabah,2017,2017-01-01,35-39,Other Non-Citizen,106.3
Sabah,2017,2017-01-01,40-44,Bumi Malay,12.9
Sabah,2017,2017-01-01,40-44,Bumi Other,106.1
Sabah,2017,2017-01-01,40-44,Chinese,20.8
Sabah,2017,2017-01-01,40-44,Indian,0.6
Sabah,2017,2017-01-01,40-44,Other Citizen,5.7
Sabah,2017,2017-01-01,40-44,Other Non-Citizen,72.3
Sabah,2017,2017-01-01,45-49,Bumi Malay,10.2
Sabah,2017,2017-01-01,45-49,Bumi Other,97.9
Sabah,2017,2017-01-01,45-49,Chinese,19.5
Sabah,2017,2017-01-01,45-49,Indian,0.7
Sabah,2017,2017-01-01,45-49,Other Citizen,4.7
Sabah,2017,2017-01-01,45-49,Other Non-Citizen,45.6
Sabah,2017,2017-01-01,50-54,Bumi Malay,8.9
Sabah,2017,2017-01-01,50-54,Bumi Other,87.3
Sabah,2017,2017-01-01,50-54,Chinese,19.9
Sabah,2017,2017-01-01,50-54,Indian,0.6
Sabah,2017,2017-01-01,50-54,Other Citizen,4.5
Sabah,2017,2017-01-01,50-54,Other Non-Citizen,28.5
Sabah,2017,2017-01-01,55-59,Bumi Malay,6.8
Sabah,2017,2017-01-01,55-59,Bumi Other,72.5
Sabah,2017,2017-01-01,55-59,Chinese,18.8
Sabah,2017,2017-01-01,55-59,Indian,0.6
Sabah,2017,2017-01-01,55-59,Other Citizen,4
Sabah,2017,2017-01-01,55-59,Other Non-Citizen,15.5
Sabah,2017,2017-01-01,60-64,Bumi Malay,4.4
Sabah,2017,2017-01-01,60-64,Bumi Other,50
Sabah,2017,2017-01-01,60-64,Chinese,15.1
Sabah,2017,2017-01-01,60-64,Indian,0.3
Sabah,2017,2017-01-01,60-64,Other Citizen,3
Sabah,2017,2017-01-01,60-64,Other Non-Citizen,9.3
Sabah,2017,2017-01-01,65-69,Bumi Malay,2.4
Sabah,2017,2017-01-01,65-69,Bumi Other,29.2
Sabah,2017,2017-01-01,65-69,Chinese,10.7
Sabah,2017,2017-01-01,65-69,Indian,0.2
Sabah,2017,2017-01-01,65-69,Other Citizen,1.7
Sabah,2017,2017-01-01,65-69,Other Non-Citizen,6.3
Sabah,2017,2017-01-01,70-74,Bumi Malay,1.4
Sabah,2017,2017-01-01,70-74,Bumi Other,20
Sabah,2017,2017-01-01,70-74,Chinese,7.1
Sabah,2017,2017-01-01,70-74,Indian,0.1
Sabah,2017,2017-01-01,70-74,Other Citizen,1.1
Sabah,2017,2017-01-01,70-74,Other Non-Citizen,2.8
Sabah,2017,2017-01-01,75-79,Bumi Malay,0.6
Sabah,2017,2017-01-01,75-79,Bumi Other,13.4
Sabah,2017,2017-01-01,75-79,Chinese,4.3
Sabah,2017,2017-01-01,75-79,Indian,0.1
Sabah,2017,2017-01-01,75-79,Other Citizen,0.7
Sabah,2017,2017-01-01,75-79,Other Non-Citizen,1.5
Sabah,2017,2017-01-01,80-84,Bumi Malay,0.2
Sabah,2017,2017-01-01,80-84,Bumi Other,6.7
Sabah,2017,2017-01-01,80-84,Chinese,2.3
Sabah,2017,2017-01-01,80-84,Indian,0
Sabah,2017,2017-01-01,80-84,Other Citizen,0.4
Sabah,2017,2017-01-01,80-84,Other Non-Citizen,0.9
Sabah,2017,2017-01-01,85 and above,Bumi Malay,0.1
Sabah,2017,2017-01-01,85 and above,Bumi Other,6.1
Sabah,2017,2017-01-01,85 and above,Chinese,1.2
Sabah,2017,2017-01-01,85 and above,Indian,0
Sabah,2017,2017-01-01,85 and above,Other Citizen,0.4
Sabah,2017,2017-01-01,85 and above,Other Non-Citizen,1.4
Sabah,2018,2018-01-01,0-4,Bumi Malay,48.2
Sabah,2018,2018-01-01,0-4,Bumi Other,177
Sabah,2018,2018-01-01,0-4,Chinese,11.2
Sabah,2018,2018-01-01,0-4,Indian,0.6
Sabah,2018,2018-01-01,0-4,Other Citizen,14.3
Sabah,2018,2018-01-01,0-4,Other Non-Citizen,50.2
Sabah,2018,2018-01-01,15-19,Bumi Malay,31.5
Sabah,2018,2018-01-01,15-19,Bumi Other,207
Sabah,2018,2018-01-01,15-19,Chinese,24.3
Sabah,2018,2018-01-01,15-19,Indian,1.6
Sabah,2018,2018-01-01,15-19,Other Citizen,12.8
Sabah,2018,2018-01-01,15-19,Other Non-Citizen,163.7
Sabah,2018,2018-01-01,20-24,Bumi Malay,17
Sabah,2018,2018-01-01,20-24,Bumi Other,214.6
Sabah,2018,2018-01-01,20-24,Chinese,27.6
Sabah,2018,2018-01-01,20-24,Indian,1
Sabah,2018,2018-01-01,20-24,Other Citizen,12.6
Sabah,2018,2018-01-01,20-24,Other Non-Citizen,200.4
Sabah,2018,2018-01-01,25-29,Bumi Malay,21.4
Sabah,2018,2018-01-01,25-29,Bumi Other,198.8
Sabah,2018,2018-01-01,25-29,Chinese,28.3
Sabah,2018,2018-01-01,25-29,Indian,1
Sabah,2018,2018-01-01,25-29,Other Citizen,11.1
Sabah,2018,2018-01-01,25-29,Other Non-Citizen,228.9
Sabah,2018,2018-01-01,30-34,Bumi Malay,24
Sabah,2018,2018-01-01,30-34,Bumi Other,168.8
Sabah,2018,2018-01-01,30-34,Chinese,28.3
Sabah,2018,2018-01-01,30-34,Indian,1.3
Sabah,2018,2018-01-01,30-34,Other Citizen,9.5
Sabah,2018,2018-01-01,30-34,Other Non-Citizen,138.7
Sabah,2018,2018-01-01,35-39,Bumi Malay,18.3
Sabah,2018,2018-01-01,35-39,Bumi Other,145.7
Sabah,2018,2018-01-01,35-39,Chinese,26.6
Sabah,2018,2018-01-01,35-39,Indian,0.9
Sabah,2018,2018-01-01,35-39,Other Citizen,8.6
Sabah,2018,2018-01-01,35-39,Other Non-Citizen,108.3
Sabah,2018,2018-01-01,40-44,Bumi Malay,13.2
Sabah,2018,2018-01-01,40-44,Bumi Other,107.6
Sabah,2018,2018-01-01,40-44,Chinese,21.2
Sabah,2018,2018-01-01,40-44,Indian,0.6
Sabah,2018,2018-01-01,40-44,Other Citizen,6.2
Sabah,2018,2018-01-01,40-44,Other Non-Citizen,72.8
Sabah,2018,2018-01-01,45-49,Bumi Malay,10.5
Sabah,2018,2018-01-01,45-49,Bumi Other,99.3
Sabah,2018,2018-01-01,45-49,Chinese,19.7
Sabah,2018,2018-01-01,45-49,Indian,0.7
Sabah,2018,2018-01-01,45-49,Other Citizen,4.7
Sabah,2018,2018-01-01,45-49,Other Non-Citizen,46.1
Sabah,2018,2018-01-01,50-54,Bumi Malay,8.9
Sabah,2018,2018-01-01,50-54,Bumi Other,88.9
Sabah,2018,2018-01-01,50-54,Chinese,19.6
Sabah,2018,2018-01-01,50-54,Indian,0.6
Sabah,2018,2018-01-01,50-54,Other Citizen,4.5
Sabah,2018,2018-01-01,50-54,Other Non-Citizen,28.9
Sabah,2018,2018-01-01,55-59,Bumi Malay,7.2
Sabah,2018,2018-01-01,55-59,Bumi Other,75
Sabah,2018,2018-01-01,55-59,Chinese,19.2
Sabah,2018,2018-01-01,55-59,Indian,0.6
Sabah,2018,2018-01-01,55-59,Other Citizen,4
Sabah,2018,2018-01-01,55-59,Other Non-Citizen,15.8
Sabah,2018,2018-01-01,60-64,Bumi Malay,4.6
Sabah,2018,2018-01-01,60-64,Bumi Other,54.4
Sabah,2018,2018-01-01,60-64,Chinese,15.8
Sabah,2018,2018-01-01,60-64,Indian,0.4
Sabah,2018,2018-01-01,60-64,Other Citizen,3.2
Sabah,2018,2018-01-01,60-64,Other Non-Citizen,9.7
Sabah,2018,2018-01-01,65-69,Bumi Malay,2.5
Sabah,2018,2018-01-01,65-69,Bumi Other,31.8
Sabah,2018,2018-01-01,65-69,Chinese,11.4
Sabah,2018,2018-01-01,65-69,Indian,0.2
Sabah,2018,2018-01-01,65-69,Other Citizen,1.9
Sabah,2018,2018-01-01,65-69,Other Non-Citizen,6.5
Sabah,2018,2018-01-01,70-74,Bumi Malay,1.4
Sabah,2018,2018-01-01,70-74,Bumi Other,20.3
Sabah,2018,2018-01-01,70-74,Chinese,7.5
Sabah,2018,2018-01-01,70-74,Indian,0.1
Sabah,2018,2018-01-01,70-74,Other Citizen,1.1
Sabah,2018,2018-01-01,70-74,Other Non-Citizen,3
Sabah,2018,2018-01-01,75-79,Bumi Malay,0.6
Sabah,2018,2018-01-01,75-79,Bumi Other,13.9
Sabah,2018,2018-01-01,75-79,Chinese,4.3
Sabah,2018,2018-01-01,75-79,Indian,0.1
Sabah,2018,2018-01-01,75-79,Other Citizen,0.7
Sabah,2018,2018-01-01,75-79,Other Non-Citizen,1.5
Sabah,2018,2018-01-01,80-84,Bumi Malay,0.1
Sabah,2018,2018-01-01,80-84,Bumi Other,7
Sabah,2018,2018-01-01,80-84,Chinese,2.4
Sabah,2018,2018-01-01,80-84,Indian,0.1
Sabah,2018,2018-01-01,80-84,Other Citizen,0.4
Sabah,2018,2018-01-01,80-84,Other Non-Citizen,1
Sabah,2018,2018-01-01,85 and above,Bumi Malay,0.1
Sabah,2018,2018-01-01,85 and above,Bumi Other,5.8
Sabah,2018,2018-01-01,85 and above,Chinese,1.1
Sabah,2018,2018-01-01,85 and above,Indian,0
Sabah,2018,2018-01-01,85 and above,Other Citizen,0.4
Sabah,2018,2018-01-01,85 and above,Other Non-Citizen,1.4
Sabah,2019,2019-01-01,0-4,Bumi Malay,48.5
Sabah,2019,2019-01-01,0-4,Bumi Other,177
Sabah,2019,2019-01-01,0-4,Chinese,10.4
Sabah,2019,2019-01-01,0-4,Indian,0.6
Sabah,2019,2019-01-01,0-4,Other Citizen,13.8
Sabah,2019,2019-01-01,0-4,Other Non-Citizen,48.8
Sabah,2019,2019-01-01,15-19,Bumi Malay,35.6
Sabah,2019,2019-01-01,15-19,Bumi Other,205.4
Sabah,2019,2019-01-01,15-19,Chinese,23.6
Sabah,2019,2019-01-01,15-19,Indian,1.8
Sabah,2019,2019-01-01,15-19,Other Citizen,13
Sabah,2019,2019-01-01,15-19,Other Non-Citizen,159.3
Sabah,2019,2019-01-01,20-24,Bumi Malay,16.7
Sabah,2019,2019-01-01,20-24,Bumi Other,212.8
Sabah,2019,2019-01-01,20-24,Chinese,27
Sabah,2019,2019-01-01,20-24,Indian,1
Sabah,2019,2019-01-01,20-24,Other Citizen,12.8
Sabah,2019,2019-01-01,20-24,Other Non-Citizen,194.9
Sabah,2019,2019-01-01,25-29,Bumi Malay,19.6
Sabah,2019,2019-01-01,25-29,Bumi Other,206.9
Sabah,2019,2019-01-01,25-29,Chinese,28.6
Sabah,2019,2019-01-01,25-29,Indian,1
Sabah,2019,2019-01-01,25-29,Other Citizen,11.6
Sabah,2019,2019-01-01,25-29,Other Non-Citizen,222.6
Sabah,2019,2019-01-01,30-34,Bumi Malay,24.5
Sabah,2019,2019-01-01,30-34,Bumi Other,170.4
Sabah,2019,2019-01-01,30-34,Chinese,28.2
Sabah,2019,2019-01-01,30-34,Indian,1.3
Sabah,2019,2019-01-01,30-34,Other Citizen,9.7
Sabah,2019,2019-01-01,30-34,Other Non-Citizen,134.9
Sabah,2019,2019-01-01,35-39,Bumi Malay,19.7
Sabah,2019,2019-01-01,35-39,Bumi Other,155.6
Sabah,2019,2019-01-01,35-39,Chinese,27.8
Sabah,2019,2019-01-01,35-39,Indian,1
Sabah,2019,2019-01-01,35-39,Other Citizen,8.9
Sabah,2019,2019-01-01,35-39,Other Non-Citizen,105.3
Sabah,2019,2019-01-01,40-44,Bumi Malay,13.6
Sabah,2019,2019-01-01,40-44,Bumi Other,111.2
Sabah,2019,2019-01-01,40-44,Chinese,21.7
Sabah,2019,2019-01-01,40-44,Indian,0.6
Sabah,2019,2019-01-01,40-44,Other Citizen,6.6
Sabah,2019,2019-01-01,40-44,Other Non-Citizen,70.8
Sabah,2019,2019-01-01,45-49,Bumi Malay,11
Sabah,2019,2019-01-01,45-49,Bumi Other,100.8
Sabah,2019,2019-01-01,45-49,Chinese,19.9
Sabah,2019,2019-01-01,45-49,Indian,0.7
Sabah,2019,2019-01-01,45-49,Other Citizen,4.8
Sabah,2019,2019-01-01,45-49,Other Non-Citizen,44.8
Sabah,2019,2019-01-01,50-54,Bumi Malay,8.9
Sabah,2019,2019-01-01,50-54,Bumi Other,90.4
Sabah,2019,2019-01-01,50-54,Chinese,19.4
Sabah,2019,2019-01-01,50-54,Indian,0.6
Sabah,2019,2019-01-01,50-54,Other Citizen,4.6
Sabah,2019,2019-01-01,50-54,Other Non-Citizen,28.1
Sabah,2019,2019-01-01,55-59,Bumi Malay,7.6
Sabah,2019,2019-01-01,55-59,Bumi Other,77.4
Sabah,2019,2019-01-01,55-59,Chinese,19.4
Sabah,2019,2019-01-01,55-59,Indian,0.6
Sabah,2019,2019-01-01,55-59,Other Citizen,4.1
Sabah,2019,2019-01-01,55-59,Other Non-Citizen,15.4
Sabah,2019,2019-01-01,60-64,Bumi Malay,4.8
Sabah,2019,2019-01-01,60-64,Bumi Other,58.6
Sabah,2019,2019-01-01,60-64,Chinese,16.4
Sabah,2019,2019-01-01,60-64,Indian,0.4
Sabah,2019,2019-01-01,60-64,Other Citizen,3.4
Sabah,2019,2019-01-01,60-64,Other Non-Citizen,9.4
Sabah,2019,2019-01-01,65-69,Bumi Malay,2.6
Sabah,2019,2019-01-01,65-69,Bumi Other,34.9
Sabah,2019,2019-01-01,65-69,Chinese,12.1
Sabah,2019,2019-01-01,65-69,Indian,0.2
Sabah,2019,2019-01-01,65-69,Other Citizen,2.1
Sabah,2019,2019-01-01,65-69,Other Non-Citizen,6.3
Sabah,2019,2019-01-01,70-74,Bumi Malay,1.3
Sabah,2019,2019-01-01,70-74,Bumi Other,20.9
Sabah,2019,2019-01-01,70-74,Chinese,8
Sabah,2019,2019-01-01,70-74,Indian,0.1
Sabah,2019,2019-01-01,70-74,Other Citizen,1.2
Sabah,2019,2019-01-01,70-74,Other Non-Citizen,2.9
Sabah,2019,2019-01-01,75-79,Bumi Malay,0.6
Sabah,2019,2019-01-01,75-79,Bumi Other,14.2
Sabah,2019,2019-01-01,75-79,Chinese,4.5
Sabah,2019,2019-01-01,75-79,Indian,0.1
Sabah,2019,2019-01-01,75-79,Other Citizen,0.8
Sabah,2019,2019-01-01,75-79,Other Non-Citizen,1.5
Sabah,2019,2019-01-01,80-84,Bumi Malay,0.1
Sabah,2019,2019-01-01,80-84,Bumi Other,7.3
Sabah,2019,2019-01-01,80-84,Chinese,2.6
Sabah,2019,2019-01-01,80-84,Indian,0.1
Sabah,2019,2019-01-01,80-84,Other Citizen,0.4
Sabah,2019,2019-01-01,80-84,Other Non-Citizen,0.9
Sabah,2019,2019-01-01,85 and above,Bumi Malay,0.1
Sabah,2019,2019-01-01,85 and above,Bumi Other,5.8
Sabah,2019,2019-01-01,85 and above,Chinese,1
Sabah,2019,2019-01-01,85 and above,Indian,0
Sabah,2019,2019-01-01,85 and above,Other Citizen,0.5
Sabah,2019,2019-01-01,85 and above,Other Non-Citizen,1.4
Sabah,2020,2020-01-01,0-4,Bumi Malay,22.6
Sabah,2020,2020-01-01,0-4,Bumi Other,176.8
Sabah,2020,2020-01-01,0-4,Chinese,14.2
Sabah,2020,2020-01-01,0-4,Indian,0.5
Sabah,2020,2020-01-01,0-4,Other Citizen,2.8
Sabah,2020,2020-01-01,0-4,Other Non-Citizen,74.3
Sabah,2020,2020-01-01,15-19,Bumi Malay,38
Sabah,2020,2020-01-01,15-19,Bumi Other,200
Sabah,2020,2020-01-01,15-19,Chinese,16.7
Sabah,2020,2020-01-01,15-19,Indian,0.7
